time,training_accuracy,training_loss,test_accuracy,test_loss
2024-07-26 08:58:52.600857,12.65,2.07,12.5,2.0732
2024-07-26 09:00:03.967144,20.9,1.99,19.12,1.9933
2024-07-26 09:02:41.954128,24.18,1.95,22.25,1.9504
2024-07-26 09:05:54.264440,32.42,1.7,33.25,1.7133
2024-07-26 09:06:43.008559,30.93,1.65,30.88,1.6533
2024-07-26 09:07:34.732768,33.65,1.64,31.75,1.6412
2024-07-26 09:12:30.581265,35.62,1.6,34.38,1.6091
2024-07-26 09:13:31.215963,38.5,1.58,39.88,1.5747
2024-07-26 09:14:29.406456,38.92,1.55,39.62,1.5465
2024-07-26 09:15:19.347193,37.15,1.59,37.12,1.5896
2024-07-26 09:16:07.123614,36.83,1.56,37.38,1.5553
2024-07-26 09:16:52.271306,40.7,1.56,40.88,1.5694
2024-07-26 09:19:36.635876,38.7,1.57,39.88,1.5728
2024-07-26 09:22:04.159178,40.58,1.55,41.38,1.5545
2024-07-26 09:23:10.139097,34.85,1.66,33.75,1.6478
2024-07-26 09:23:54.359369,40.77,1.52,39.88,1.5266
2024-07-26 09:24:33.188703,44.9,1.46,44.5,1.4689
2024-07-26 09:25:16.187563,42.7,1.48,43.38,1.4757
2024-07-26 09:25:50.645472,43.18,1.5,43.12,1.5047
2024-07-26 09:26:27.506305,42.05,1.51,43.25,1.4924
2024-07-26 09:27:06.957348,43.65,1.49,43.5,1.486
2024-07-26 09:27:48.693806,41.0,1.51,41.38,1.5161
2024-07-26 09:28:33.289475,43.5,1.53,43.38,1.528
2024-07-26 09:29:20.994050,43.05,1.5,44.88,1.4893
2024-07-26 09:30:05.796357,42.93,1.5,43.5,1.4984
2024-07-26 09:30:55.824928,43.9,1.51,41.62,1.5125
2024-07-26 09:31:42.453518,42.48,1.54,42.12,1.5353
2024-07-26 09:32:32.110623,39.48,1.53,40.0,1.5202
2024-07-26 09:33:22.122784,39.62,1.53,41.5,1.5153
2024-07-26 09:34:22.148265,39.85,1.56,38.88,1.5684
2024-07-26 09:35:13.823801,44.57,1.49,42.5,1.4942
2024-07-26 09:36:05.439115,43.4,1.47,43.75,1.4679
2024-07-26 09:36:52.313399,47.85,1.42,45.38,1.4348
2024-07-26 09:37:42.994647,46.95,1.45,46.75,1.4543
2024-07-26 09:38:36.441392,46.33,1.42,46.5,1.4256
2024-07-26 09:39:28.627965,47.58,1.43,45.62,1.4451
2024-07-26 09:40:16.615524,44.7,1.44,45.88,1.4607
2024-07-26 09:41:05.144690,45.15,1.46,47.25,1.4553
2024-07-26 09:41:51.174417,43.48,1.44,43.62,1.4517
2024-07-26 09:42:33.285905,46.65,1.43,48.5,1.4269
2024-07-26 09:43:21.456244,46.58,1.45,48.0,1.4556
2024-07-26 09:44:22.967167,45.48,1.43,45.0,1.434
2024-07-26 09:45:05.226090,40.65,1.55,40.12,1.5621
2024-07-26 09:45:47.662809,46.7,1.5,43.62,1.5113
2024-07-26 09:46:31.663241,44.17,1.5,42.5,1.5178
2024-07-26 09:47:17.646578,44.47,1.46,45.12,1.466
2024-07-26 09:48:01.612795,39.83,1.57,38.38,1.6017
2024-07-26 09:48:51.537879,45.73,1.43,43.38,1.4521
2024-07-26 09:49:37.297881,46.6,1.45,48.75,1.4462
2024-07-26 09:50:22.340633,48.02,1.4,47.38,1.4249
2024-07-26 09:57:10.494149,47.73,1.43,46.25,1.4444
2024-07-26 09:59:37.551754,42.48,1.45,41.38,1.4885
2024-07-26 10:00:24.178354,45.92,1.45,44.88,1.4599
2024-07-26 10:01:13.359545,49.08,1.41,49.12,1.4223
2024-07-26 10:02:00.548017,45.95,1.46,45.12,1.4805
2024-07-26 10:02:48.284417,46.45,1.49,46.5,1.4884
2024-07-26 10:03:37.725460,46.92,1.43,46.25,1.4435
2024-07-26 10:04:28.528268,46.05,1.46,46.0,1.4612
2024-07-26 10:05:18.302254,46.95,1.43,47.38,1.4392
2024-07-26 10:06:07.351428,42.4,1.46,44.38,1.4588
2024-07-26 10:06:58.456323,46.98,1.42,46.88,1.4315
2024-07-26 10:07:49.494319,46.85,1.42,45.25,1.4196
2024-07-26 10:11:23.618093,47.7,1.41,46.38,1.422
2024-07-26 10:12:10.985065,41.7,1.51,43.62,1.5072
2024-07-26 10:12:53.389375,49.98,1.36,49.38,1.3801
2024-07-26 10:13:35.081556,49.75,1.37,48.38,1.3932
2024-07-26 10:14:21.437977,49.48,1.37,50.62,1.3832
2024-07-26 10:15:11.216505,46.92,1.39,48.0,1.4053
2024-07-26 10:15:56.660175,48.0,1.39,46.25,1.426
2024-07-26 10:16:45.466683,50.75,1.37,48.25,1.3784
2024-07-26 10:17:32.010489,50.42,1.37,49.75,1.3852
2024-07-26 10:18:25.998828,45.95,1.44,44.38,1.4597
2024-07-26 10:19:15.605097,49.28,1.38,49.38,1.3958
2024-07-26 10:20:04.622232,49.0,1.4,48.12,1.4136
2024-07-26 10:20:55.060170,48.35,1.38,45.88,1.4065
2024-07-26 10:21:44.308461,44.85,1.47,43.12,1.4963
2024-07-26 10:22:35.290002,49.1,1.36,48.0,1.3952
2024-07-26 10:23:27.074150,51.45,1.36,51.62,1.3679
2024-07-26 10:24:21.668660,44.6,1.43,45.25,1.4369
2024-07-26 10:29:27.263476,50.95,1.35,50.38,1.374
2024-07-26 10:30:18.256125,50.62,1.35,49.75,1.3721
2024-07-26 10:31:04.514543,47.25,1.42,47.75,1.4411
2024-07-26 10:31:53.252837,50.0,1.36,48.38,1.3819
2024-07-26 10:32:44.975834,50.78,1.36,50.88,1.3638
2024-07-26 10:33:33.335936,49.23,1.38,47.0,1.401
2024-07-26 10:34:18.015598,48.98,1.38,46.0,1.3956
2024-07-26 10:35:00.809892,45.27,1.45,43.12,1.4801
2024-07-26 10:35:48.150874,49.4,1.37,48.75,1.3878
2024-07-26 10:40:25.794423,49.58,1.37,48.38,1.3955
2024-07-26 10:41:23.319398,48.88,1.4,47.5,1.4068
2024-07-26 10:42:09.663901,46.35,1.42,43.75,1.4517
2024-07-26 10:43:00.669129,46.45,1.44,44.12,1.4756
2024-07-26 10:44:03.756819,50.52,1.36,47.75,1.3881
2024-07-26 10:45:20.821742,49.95,1.36,51.12,1.3789
2024-07-26 10:49:09.610621,48.52,1.37,47.88,1.3904
2024-07-26 10:50:17.575678,49.58,1.36,49.62,1.3752
2024-07-26 10:51:09.549591,43.82,1.44,41.5,1.4546
2024-07-26 10:52:05.871876,47.45,1.42,45.0,1.4279
2024-07-26 10:52:54.798692,47.73,1.4,45.38,1.4295
2024-07-26 10:53:46.082186,50.4,1.38,48.88,1.3972
2024-07-26 10:54:38.153846,45.95,1.43,45.0,1.4352
2024-07-26 10:55:30.842452,48.7,1.4,47.62,1.4112
2024-07-26 10:56:21.578718,49.53,1.38,47.12,1.3912
2024-07-26 10:57:13.551951,49.65,1.38,47.62,1.3902
2024-07-26 11:02:45.331248,47.08,1.4,44.88,1.4136
2024-07-26 11:05:32.082326,50.35,1.34,49.25,1.361
2024-07-26 11:06:31.601363,47.0,1.37,47.0,1.3874
2024-07-26 11:07:25.487172,50.85,1.35,47.38,1.3706
2024-07-26 11:08:19.132382,46.62,1.45,47.38,1.455
2024-07-26 11:09:14.066062,48.35,1.4,48.62,1.4095
2024-07-26 11:10:19.939218,49.05,1.4,49.5,1.3998
2024-07-26 11:11:15.361842,50.4,1.36,48.88,1.3762
2024-07-26 11:12:15.678824,50.98,1.34,48.5,1.3767
2024-07-26 11:13:32.241715,49.18,1.37,47.25,1.3762
2024-07-26 11:14:51.658667,48.15,1.42,45.25,1.4418
2024-07-26 11:15:37.650745,51.12,1.35,49.75,1.37
2024-07-26 11:16:20.968631,45.82,1.42,44.12,1.46
2024-07-26 11:17:05.264420,50.4,1.35,50.12,1.3617
2024-07-26 11:17:48.000943,43.3,1.5,44.62,1.5012
2024-07-26 11:18:34.379588,46.83,1.38,45.0,1.4055
2024-07-26 11:21:50.432484,46.85,1.42,43.38,1.4671
2024-07-26 11:26:35.795831,48.18,1.38,46.12,1.4189
2024-07-26 11:30:03.344556,49.8,1.34,48.88,1.3583
2024-07-26 11:30:44.975380,47.73,1.37,46.62,1.3903
2024-07-26 11:31:27.771734,50.32,1.35,50.5,1.3668
